step,key,operations,nanos
2534,806171,4,1300
2535,485420,13,1200
2536,259023,12,1900
2537,638636,7,900
2538,540733,7,900
2539,600031,14,800
2540,382946,9,700
2541,210523,4,800
2542,470227,7,900
2543,282484,14,1900
2544,389672,8,400
2545,480279,14,1500
2546,930354,5,600
2547,150481,10,800
2548,183588,8,600
2549,815063,13,1600
2550,687925,9,900
2551,326086,10,1400
2552,832093,14,1600
2553,336040,10,900
2554,778667,19,94700
2555,155187,11,1300
2556,117410,16,2200
2557,711842,17,2200
2558,370782,10,1200
2559,627143,15,1500
2560,946654,7,2900
2561,292924,10,1300
2562,896641,5,800
2563,58595,12,1200
2564,584019,7,1100
2565,470204,9,1100
2566,361461,9,1000
2567,444188,6,1000
2568,409783,12,28400
2569,16134,12,1300
2570,894392,8,800
2571,345567,8,800
2572,902632,7,2100
2573,499670,11,800
2574,499882,11,800
2575,322031,9,1000
2576,620364,9,800
2577,33289,15,14500
2578,712189,6,700
2579,879883,8,1100
2580,90185,13,1000
2581,549845,12,700
2582,386425,12,1300
2583,81643,13,1100
2584,962974,9,800
2585,572954,12,1500
2586,137706,13,1700
2587,97256,14,900
2588,865372,7,900
2589,271120,13,1200
2590,291687,11,1000
2591,597819,13,900
2592,682949,11,1700
2593,530207,9,800
2594,372095,9,600
2595,788893,15,2100
2596,483391,16,1400
2597,430349,7,1100
2598,377857,8,1100
2599,759182,9,1200
2600,898165,8,800
2601,298065,13,1500
2602,245096,13,900
2603,181106,10,800
2604,21579,11,1200
2605,576455,12,1300
2606,248673,14,900
2607,761429,10,700
2608,397243,11,800
2609,877885,8,700
2610,188155,13,1000
2611,561423,10,7200
2612,808657,3,600
2613,413674,11,900
2614,736874,7,700
2615,428099,7,500
2616,19839,19,2000
2617,425406,8,600
2618,246392,15,800
2619,572225,4,700
2620,205662,10,700
2621,970005,12,1000
2622,239945,7,900
2623,328780,9,900
2624,628162,8,700
2625,659781,4,900
2626,69641,10,900
2627,535733,9,900
2628,304056,14,1300
2629,48406,15,1700
2630,924788,5,700
2631,869478,5,800
2632,305886,7,600
2633,629201,8,600
2634,93633,10,700
2635,873531,8,800
2636,743199,6,700
2637,939889,8,900
2638,27244,13,9700
2639,277642,8,900
2640,683147,10,800
2641,873654,10,1400
2642,533023,9,600
2643,598723,11,800
2644,713679,5,600
2645,348185,12,900
2646,450428,7,1100
2647,180019,10,700
2648,165461,11,900
2649,669082,10,1100
2650,308618,12,1200
2651,99491,10,1000
2652,199931,9,900
2653,649781,7,700
2654,660089,4,500
2655,447389,8,600
2656,137128,15,900
2657,991155,6,1100
2658,559699,13,1600
2659,78350,8,700
2660,43409,12,900
2661,624028,6,700
2662,69249,11,700
2663,290311,10,700
2664,39687,11,800
2665,345546,9,800
2666,265592,10,1100
2667,391517,8,700
2668,744762,7,1000
2669,383000,12,800
2670,899518,4,700
2671,910961,4,700
2672,450766,5,500
2673,914042,10,900
2674,128157,17,2500
2675,105162,14,1300
2676,605336,9,700
2677,426727,8,700
2678,491362,13,1000
2679,358110,11,800
2680,887221,7,800
2681,767088,8,900
2682,563730,15,1500
2683,375920,10,1300
2684,717831,7,1100
2685,136948,16,700
2686,595819,8,700
2687,276947,10,600
2688,715725,10,600
2689,649388,8,900
2690,307218,6,700
2691,876748,8,900
2692,857502,9,1000
2693,123042,10,900
2694,35102,16,1500
2695,299157,8,600
2696,738690,6,900
2697,350335,10,800
2698,978495,8,1000
2699,321086,10,1200
2700,68717,9,700
2701,523265,14,1900
2702,117772,10,1100
2703,201519,10,900
2704,273817,12,1100
2705,207691,9,1300
2706,871081,5,800
2707,966280,10,1300
2708,273790,13,800
2709,761942,10,700
2710,330513,12,900
2711,817897,14,1800
2712,956657,6,1100
2713,263622,13,1100
2714,541190,10,700
2715,481229,11,900
2716,710231,10,800
2717,254743,14,1100
2718,696850,7,900
2719,228177,9,800
2720,252868,15,1200
2721,673590,8,600
2722,64632,13,1300
2723,432531,12,900
2724,459764,11,1000
2725,45484,10,700
2726,924156,8,700
2727,393397,12,800
2728,741412,10,1300
2729,58933,14,1500
2730,624780,8,900
2731,878017,8,700
2732,351310,13,1100
2733,312431,9,800
2734,264074,12,800
2735,140391,9,800
2736,926208,9,1400
2737,793070,7,700
2738,894519,10,1000
2739,32609,10,700
2740,876632,9,700
2741,253356,13,700
2742,474813,8,800
2743,775607,5,800
2744,581214,10,1200
2745,297310,8,700
2746,196313,12,800
2747,263710,13,700
2748,988734,6,500
2749,815777,10,800
2750,999267,1,600
2751,941628,6,700
2752,327648,15,1700
2753,768659,10,1000
2754,225083,11,1300
2755,716487,9,800
2756,974374,11,1500
2757,291967,12,800
2758,518866,8,800
2759,803531,8,800
2760,837889,9,700
2761,850672,11,900
2762,339474,10,800
2763,906122,7,800
2764,134064,9,900
2765,431078,5,600
2766,363179,11,800
2767,487805,17,9300
2768,156183,10,800
2769,315622,8,700
2770,567547,7,700
2771,733817,7,800
2772,478264,14,900
2773,426220,8,700
2774,687705,8,600
2775,776877,9,1300
2776,999440,6,1000
2777,845244,10,1100
2778,309183,13,1800
2779,902856,6,1100
2780,344528,12,1300
2781,952087,12,1700
2782,737553,7,4900
2783,922807,10,1000
2784,111414,14,1000
2785,92360,12,700
2786,648782,10,700
2787,888396,6,900
2788,51528,14,900
2789,573981,13,1400
2790,744914,9,1000
2791,483642,12,800
2792,663213,11,1200
2793,638643,6,900
2794,54789,14,1300
2795,635901,8,800
2796,679848,8,800
2797,891499,11,900
2798,87332,12,900
2799,775126,7,900
2800,730097,6,900
2801,907385,7,1100
2802,971626,7,1000
2803,725172,4,600
2804,369266,8,800
2805,946843,8,900
2806,420250,7,800
2807,242543,17,1500
2808,268379,10,900
2809,603046,10,900
2810,764652,7,700
2811,201389,11,800
2812,624482,7,600
2813,328187,7,600
2814,897426,8,1000
2815,157159,11,800
2816,214171,7,800
2817,597529,11,800
2818,515045,6,700
2819,952774,6,600
2820,953711,8,700
2821,338892,11,1100
2822,699057,7,800
2823,484455,11,800
2824,925244,10,600
2825,848324,11,1400
2826,470233,10,1400
2827,298238,10,800
2828,871817,4,500
2829,459904,10,1100
2830,834409,10,1000
2831,157590,10,1000
2832,905892,6,500
2833,361833,9,800
2834,724150,8,900
2835,86134,13,800
2836,162266,15,1600
2837,392699,7,600
2838,482164,12,800
2839,940895,9,800
2840,657939,7,900
2841,948446,6,1000
2842,128212,10,1000
2843,537843,10,1000
2844,342791,13,1800
2845,207891,7,700
2846,865751,9,800
2847,21552,11,1100
2848,995105,6,600
2849,638538,7,900
2850,680180,8,600
2851,706841,10,700
2852,903854,5,500
2853,951440,9,600
2854,238754,5,800
2855,640117,5,500
2856,175618,8,800
2857,481445,13,800
2858,124099,10,800
2859,498481,12,800
2860,165992,11,1400
2861,705196,4,700
2862,159597,9,600
2863,179744,12,800
2864,307011,8,700
2865,992955,3,600
2866,178773,12,700
2867,969507,12,1700
2868,53317,11,700
2869,149970,9,900
2870,956250,6,500
2871,971620,7,500
2872,8523,14,1600
2873,671721,9,900
2874,939436,9,800
2875,97596,14,1000
2876,955540,5,600
2877,469538,12,1300
2878,821271,7,900
2879,175605,8,800
2880,628125,9,1100
2881,387614,8,700
2882,511984,9,600
2883,238889,5,400
2884,855450,10,700
2885,611947,10,800
2886,751514,9,700
2887,55817,11,700
2888,414930,10,700
2889,752219,10,7000
2890,569781,5,1000
2891,60026,11,1100
2892,659416,5,900
2893,383408,11,800
2894,335141,9,800
2895,31897,12,800
2896,193313,7,700
2897,789555,10,900
2898,456890,4,800
2899,868127,9,700
2900,892487,10,1500
2901,16804,10,800
2902,803713,7,800
2903,159840,9,600
2904,310105,10,700
2905,756939,7,800
2906,562918,8,800
2907,215405,10,900
2908,932444,7,1000
2909,827821,9,1300
2910,738756,6,600
2911,429402,7,600
2912,886243,8,1100
2913,162586,8,500
2914,328203,9,1100
2915,202522,10,700
2916,139014,11,800
2917,694563,9,1000
2918,486029,11,700
2919,138054,14,900
2920,339330,10,700
2921,677994,6,700
2922,915109,12,1000
2923,497468,14,1200
2924,983021,4,800
2925,514130,9,900
2926,910788,3,600
2927,464548,9,1400
2928,99732,10,600
2929,639316,6,500
2930,503065,9,1000
2931,266702,11,1200
2932,387251,9,800
2933,966707,5,700
2934,229213,12,1700
2935,59959,12,700
2936,211856,13,900
2937,381000,10,1200
2938,560568,10,800
2939,930987,8,800
2940,877044,9,900
2941,618487,10,800
2942,552211,8,900
2943,878468,9,1200
2944,680967,8,700
2945,564482,9,900
2946,148091,12,800
2947,477776,16,800
2948,465095,13,1300
2949,338556,14,900
2950,415854,11,800
2951,713169,8,1100
2952,355876,12,4500
2953,209557,7,800
2954,950150,8,700
2955,475614,6,1200
2956,604412,11,1000
2957,825300,10,900
2958,755135,8,800
2959,226534,11,1300
2960,420974,8,800
2961,946212,10,1200
2962,357159,8,600
2963,845780,9,700
2964,245917,15,1100
2965,199429,10,1100
2966,736801,7,700
2967,820559,8,800
2968,269571,16,1700
2969,545251,8,800
2970,621397,8,600
2971,368665,9,700
2972,378671,7,600
2973,855044,11,900
2974,996920,6,1100
2975,662295,10,800
2976,484060,13,700
2977,912090,4,800
2978,211443,13,1400
2979,771631,8,800
2980,738224,9,700
2981,845176,8,700
2982,828402,7,600
2983,302989,9,900
2984,239310,8,800
2985,963042,8,600
2986,958156,7,700
2987,28865,13,7200
2988,824536,9,800
2989,242813,18,1900
2990,293898,11,1000
2991,415874,11,700
2992,331268,12,900
2993,768613,9,800
2994,417686,9,700
2995,299798,10,1300
2996,290329,10,700
2997,188445,12,900
2998,880194,8,700
2999,560969,10,700
3000,189063,14,1400
3001,892193,10,700
3002,176177,7,700
3003,101146,17,1500
3004,76385,8,900
3005,652120,9,1000
3006,126886,11,1100
3007,990134,5,700
3008,857144,11,800
3009,133541,11,800
3010,261671,18,1800
3011,605404,14,1300
3012,292821,13,1100
3013,876637,7,600
3014,446477,9,1400
3015,456031,6,600
3016,73938,9,800
3017,393363,13,1000
3018,278507,12,900
3019,635658,10,6300
3020,602517,12,800
3021,813902,13,900
3022,98265,13,800
3023,583261,9,800
3024,650154,6,700
3025,383452,13,1600
3026,19996,12,800
3027,543734,9,1000
3028,606717,13,800
3029,630400,7,500
3030,383795,12,1000
3031,354187,12,700
3032,709233,12,1800
3033,572998,15,1600
3034,922432,10,700
3035,468180,13,1300
3036,356575,9,700
3037,51640,13,900
3038,445714,8,800
3039,594117,12,1200
3040,478126,15,800
3041,824041,10,700
3042,498251,14,800
3043,78009,11,800
3044,521803,13,1600
3045,42414,13,1300
3046,627955,11,700
3047,235818,15,1300
3048,804229,9,1100
3049,20204,12,700
3050,36440,10,800
3051,536925,12,7700
3052,721544,11,1500
3053,289805,14,800
3054,604767,10,700
3055,264603,15,1400
3056,108724,14,800
3057,371085,10,1200
3058,456620,7,800
3059,17497,11,800
3060,149466,12,1100
3061,874800,8,700
3062,310889,10,800
3063,943481,13,1500
3064,415699,13,800
3065,430934,8,1000
3066,517943,11,1000
3067,330281,14,1300
3068,713468,9,800
3069,764710,9,900
3070,261935,11,700
3071,678570,10,1000
3072,628305,9,700
3073,407784,6,800
3074,424019,8,700
3075,728683,5,600
3076,763621,8,600
3077,705903,12,800
3078,163415,8,800
3079,764755,7,600
3080,103227,14,800
3081,775411,7,6100
3082,526661,9,800
3083,524062,8,700
3084,233861,11,1400
3085,11389,14,1000
3086,446865,8,800
3087,488223,11,800
3088,463798,8,800
3089,577147,13,800
3090,312441,10,800
3091,862563,6,800
3092,801286,8,900
3093,255667,14,1700
3094,537176,10,700
3095,712502,8,700
3096,939394,11,800
3097,235605,10,1200
3098,348105,14,900
3099,777343,8,700
3100,325069,8,900
3101,152809,13,1000
3102,108722,15,800
3103,780294,7,700
3104,790775,8,1000
3105,786151,9,800
3106,296436,17,1500
3107,110166,13,600
3108,196471,13,800
3109,112997,12,800
3110,831789,11,800
3111,925118,11,1000
3112,882376,4,600
3113,690347,14,1800
3114,378216,6,700
3115,421873,10,700
3116,697758,7,700
3117,388642,13,900
3118,623714,9,800
3119,521805,11,1400
3120,45252,11,700
3121,693227,15,1900
3122,758394,8,800
3123,359865,11,4300
3124,598868,12,1100
3125,354381,13,1100
3126,984052,6,800
3127,389095,13,1400
3128,373138,7,600
3129,4166,14,900
3130,265577,17,1200
3131,821369,7,800
3132,324709,12,600
3133,739138,7,1000
3134,35215,11,900
3135,961536,6,800
3136,742194,5,700
3137,188201,15,1300
3138,473697,4,600
3139,781471,11,700
3140,958230,5,600
3141,904531,4,500
3142,226923,11,1000
3143,115598,11,600
3144,988352,7,800
3145,286423,16,1200
3146,856884,11,4400
3147,942906,10,1200
3148,693674,8,1300
3149,912065,5,1000
3150,411463,14,1300
3151,463178,10,1100
3152,733042,3,700
3153,583713,11,1900
3154,610912,11,900
3155,141821,12,1400
3156,604249,12,800
3157,197184,15,2300
3158,510064,9,1000
3159,2607,17,2700
3160,105879,14,1300
3161,184046,15,1100
3162,50957,13,1100
3163,462330,8,1200
3164,640856,5,1000
3165,991991,4,1100
3166,216953,8,1100
3167,12025,12,900
3168,108695,15,2800
3169,121908,13,1400
3170,913869,14,1200
3171,756392,9,1000
3172,691798,9,900
3173,368893,8,1000
3174,54723,13,800
3175,197671,14,2300
3176,221175,10,900
3177,952764,7,900
3178,334365,10,3200
3179,916638,8,1400
3180,230394,11,3800
3181,78045,10,10700
3182,177140,6,1400
3183,489082,9,900
3184,171156,11,900
3185,296865,11,1900
3186,931680,6,900
3187,567508,10,2100
3188,236008,8,1000
3189,998354,3,900
3190,13057,13,1100
3191,542195,10,1500
3192,940324,12,2400
3193,275473,10,1300
3194,263976,10,900
3195,836264,11,1300
3196,212411,11,700
3197,474763,7,1000
3198,117798,8,800
3199,532760,12,700
3200,62330,10,800
3201,782410,11,1200
3202,987118,8,700
3203,306198,10,700
3204,545097,9,600
3205,496743,16,1700
3206,766633,13,1500
3207,432110,13,900
3208,924865,12,900
3209,765406,12,600
3210,993111,2,500
3211,759231,7,800
3212,881316,7,1200
3213,395194,11,900
3214,287900,16,1400
3215,693056,11,1500
3216,640189,8,1400
3217,436527,8,600
3218,327727,9,1000
3219,486435,13,1300
3220,82645,15,1000
3221,92742,14,1300
3222,903066,8,900
3223,286870,16,1800
3224,595535,10,1100
3225,282803,17,1400
3226,815726,11,900
3227,638374,13,1300
3228,641441,11,1500
3229,496898,15,1300
3230,970951,8,800
3231,930750,10,1100
3232,350831,10,800
3233,659120,5,1000
3234,22712,9,900
3235,119950,14,1700
3236,851206,15,3100
3237,423062,10,1900
3238,402066,8,1000
3239,638023,9,800
3240,383025,14,1200
3241,973504,7,700
3242,730646,7,1400
3243,834498,8,8700
3244,712700,8,900
3245,304668,14,2400
3246,53685,11,1100
3247,286976,10,800
3248,617795,6,900
3249,956430,7,1000
3250,308159,13,1000
3251,681804,9,1200
3252,659445,4,900
3253,61152,10,1100
3254,40624,8,900
3255,549117,11,2100
3256,41963,11,800
3257,638359,11,900
3258,513172,7,600
3259,144728,11,900
3260,221407,9,1400
3261,451617,9,700
3262,713363,10,900
3263,393618,13,1400
3264,631434,7,700
3265,796074,5,700
3266,136413,14,900
3267,917106,9,700
3268,328542,8,700
3269,89549,14,900
3270,28786,17,2000
3271,374741,9,800
3272,368733,10,700
3273,861671,6,700
3274,717774,7,800
3275,604491,10,8400
3276,589140,8,900
3277,665096,9,900
3278,183472,14,1600
3279,522527,8,900
3280,285176,11,600
3281,576771,8,800
3282,373958,10,500
3283,636981,9,600
3284,327387,6,700
3285,659557,6,1200
3286,758391,9,600
3287,926731,9,800
3288,574283,10,800
3289,987778,6,600
3290,742924,6,800
3291,672482,11,900
3292,533640,10,600
3293,654571,6,700
3294,304636,9,10100
3295,709750,7,700
3296,7199,17,1000
3297,956795,8,1300
3298,243602,10,1000
3299,319656,12,1100
3300,542951,8,600
3301,778001,7,800
3302,228733,9,800
3303,280829,9,1200
3304,917591,12,900
3305,312024,12,2100
3306,738036,9,1400
3307,122239,11,800
3308,689283,9,1000
3309,216897,12,1500
3310,791300,8,900
3311,107137,17,2200
3312,434033,12,1400
3313,459858,10,1200
3314,582647,10,1100
3315,46848,15,1600
3316,926620,10,700
3317,195864,11,700
3318,184675,14,1200
3319,517285,12,900
3320,847492,10,800
3321,898808,8,1100
3322,160012,10,1100
3323,344360,10,1400
3324,772144,8,800
3325,65508,12,800
3326,499319,14,1100
3327,519246,10,700
3328,285634,12,700
3329,24169,14,1000
3330,418188,11,900
3331,340050,11,1000
3332,373493,10,1000
3333,445796,8,900
3334,247206,10,1000
3335,17698,12,1000
3336,902261,7,900
3337,742356,4,75200
3338,533883,12,1800
3339,379520,7,900
3340,882394,4,700
3341,996747,6,800
3342,981283,7,8300
3343,143625,13,1100
3344,868611,8,1700
3345,57087,12,700
3346,460486,8,600
3347,5203,16,1100
3348,186443,12,1200
3349,324989,10,1300
3350,166631,11,1100
3351,124463,15,900
3352,167147,8,500
3353,464317,10,900
3354,450503,8,2900
3355,520589,11,1300
3356,734764,7,900
3357,249232,10,1000
3358,454647,8,1100
3359,541247,10,800
3360,250502,8,600
3361,501046,9,800
3362,986302,8,1000
3363,514198,8,1300
3364,125658,14,2100
3365,834252,10,900
3366,220194,7,800
3367,239529,7,900
3368,84873,13,1100
3369,162274,10,800
3370,613975,10,1700
3371,898676,8,1000
3372,445999,13,2200
3373,894955,6,9500
3374,884289,7,900
3375,564316,7,800
3376,528320,9,900
3377,764045,8,800
3378,324136,8,900
3379,649616,9,900
3380,849853,5,800
3381,905945,6,800
3382,175223,9,1900
3383,394316,14,2800
3384,128402,10,800
3385,894165,7,800
3386,262641,9,900
3387,535095,11,1400
3388,928207,7,700
3389,350388,12,286400
3390,857073,10,1200
3391,682988,12,1400
3392,394305,12,1900
3393,984231,5,800
3394,285916,11,800
3395,584854,12,1100
3396,779117,6,600
3397,960844,5,800
3398,483301,15,1000
3399,364021,14,1600
3400,134440,8,800
3401,252613,16,1000
3402,485436,14,800
3403,728509,7,800
3404,964502,6,900
3405,483108,15,2900
3406,757268,7,1100
3407,768733,7,800
3408,105469,14,1600
3409,132482,10,900
3410,851727,11,1100
3411,351517,16,2100
3412,123653,11,900
3413,564655,10,1500
3414,580937,14,2200
3415,557856,11,1600
3416,640014,8,1000
3417,805059,5,800
3418,499262,13,700
3419,353865,14,1700
3420,19310,12,1100
3421,922003,8,1100
3422,367897,23,2600
3423,543482,10,900
3424,147589,13,800
3425,870015,13,2000
3426,292058,11,1000
3427,993592,8,1300
3428,817471,11,1100
3429,802537,6,1100
3430,991522,7,1200
3431,173227,6,600
3432,703910,7,2500
3433,915648,11,14700
3434,765470,12,1100
3435,233281,8,1200
3436,150626,11,1300
3437,50042,13,900
3438,730446,7,1200
3439,141297,15,1300
3440,579790,13,1400
3441,537568,11,1000
3442,808689,3,600
3443,814685,13,900
3444,712311,10,1400
3445,449603,6,1100
3446,9359,14,3900
3447,554512,9,700
3448,166323,10,700
3449,630092,9,1300
3450,974946,4,700
3451,897319,9,700
3452,203932,9,800
3453,538929,8,900
3454,5922,17,1000
3455,380685,9,1400
3456,248808,10,1300
3457,388,20,1000
3458,522412,9,1000
3459,792351,10,1000
3460,676198,11,1800
3461,944741,10,1300
3462,820622,11,2600
3463,313326,12,1600
3464,792343,11,31300
3465,397656,9,10000
3466,914161,16,2900
3467,736738,12,2100
3468,880551,8,900
3469,6193,16,1400
3470,937316,16,2800
3471,707195,10,1100
3472,633606,8,900
3473,271212,10,1100
3474,826753,10,800
3475,431539,16,2100
3476,726440,10,1200
3477,725913,13,1200
3478,616574,13,1800
3479,147456,15,1000
3480,935957,14,1300
3481,857076,11,1000
3482,787282,9,800
3483,506869,11,1000
3484,569261,7,900
3485,846803,8,700
3486,45441,11,1000
3487,956936,6,600
3488,996540,7,900
3489,89848,17,1100
3490,997830,5,500
3491,945326,8,1000
3492,387062,9,1000
3493,905030,3,900
3494,328412,8,900
3495,657187,8,800
3496,683087,15,1600
3497,13073,14,900
3498,166762,11,1000
3499,926534,11,1400
3500,119161,13,1200
3501,914510,11,700
3502,710729,10,800
3503,282720,14,1400
3504,402043,9,800
3505,123369,12,700
3506,854067,13,1500
3507,802565,4,700
3508,789483,10,1000
3509,582390,9,900
3510,862665,7,600
3511,517907,14,1700
3512,401224,6,700
3513,608575,16,1400
3514,601920,13,1200
3515,173591,11,700
3516,308342,14,900
3517,526715,9,800
3518,73258,11,800
3519,396944,9,900
3520,125910,12,800
3521,543840,11,1400
3522,228509,10,1200
3523,50443,14,800
3524,644481,10,1700
3525,357072,8,800
3526,364930,12,900
3527,435053,12,600
3528,814242,16,1900
3529,695726,7,700
3530,152572,8,500
3531,179087,14,900
3532,58989,12,900
3533,275284,13,1900
3534,939762,8,700
3535,731075,6,600
3536,685632,13,700
3537,971165,10,1800
3538,723899,8,900
3539,127990,12,1800
3540,371860,12,800
3541,689565,12,800
3542,721381,8,600
3543,949422,10,800
3544,533408,15,1700
3545,697904,10,1300
3546,749858,14,1000
3547,427442,8,800
3548,895306,6,600
3549,15536,16,1600
3550,789968,8,600
3551,309576,12,800
3552,149130,11,600
3553,508736,8,900
3554,222371,7,1100
3555,803993,9,700
3556,748254,15,1800
3557,545669,7,600
3558,77106,11,1300
3559,391537,7,800
3560,643364,8,600
3561,864245,8,1200
3562,262362,13,1200
3563,612131,12,800
3564,149271,13,900
3565,650119,7,700
3566,812819,9,800
3567,163593,8,800
3568,47016,10,700
3569,757898,12,800
3570,878093,10,700
3571,762601,10,900
3572,356024,11,900
3573,556242,8,600
3574,453318,10,1300
3575,794932,6,600
3576,564976,7,1100
3577,92236,12,900
3578,42283,11,800
3579,439528,9,700
3580,759998,9,800
3581,723699,6,500
3582,904872,5,500
3583,471253,6,800
3584,803884,9,3500
3585,476955,4,900
3586,421006,9,800
3587,597436,11,900
3588,935518,9,900
3589,765547,12,900
3590,278688,11,800
3591,128978,17,8600
3592,829992,13,1000
3593,467368,10,800
3594,55226,11,900
3595,541349,13,2000
3596,305994,7,4200
3597,474412,6,600
3598,172447,9,700
3599,344534,11,900
3600,304649,9,600
3601,28917,9,800
3602,692765,10,800
3603,191876,9,800
3604,378027,9,800
3605,853401,12,800
3606,717151,7,1200
3607,631881,13,2100
3608,306062,10,1000
3609,720855,9,800
3610,44815,9,700
3611,366686,13,900
3612,178021,5,500
3613,8650,16,800
3614,193382,8,600
3615,871258,6,600
3616,802320,7,500
3617,960119,7,800
3618,304977,11,1400
3619,275607,11,700
3620,458263,12,700
3621,802309,7,700
3622,610881,9,600
3623,378997,7,500
3624,92292,12,800
3625,957900,7,700
3626,126544,11,600
3627,181048,14,1500
3628,142874,14,1000
3629,594501,9,1000
3630,903563,7,1100
3631,943181,9,800
3632,877877,9,600
3633,308322,15,800
3634,442400,9,800
3635,556778,7,5800
3636,399999,8,600
3637,669303,11,1100
3638,793445,8,1400
3639,765523,12,1400
3640,653132,10,1400
3641,304981,11,1200
3642,552962,11,1900
3643,327352,7,600
3644,889107,4,700
3645,194808,14,900
3646,844285,7,700
3647,671483,11,600
3648,465866,8,1000
3649,266390,8,800
3650,730464,5,600
3651,896272,7,600
3652,213597,10,700
3653,469847,7,600
3654,6601,18,1800
3655,172990,8,600
3656,832458,11,1300
3657,897508,8,700
3658,335502,17,1200
3659,847042,10,1100
3660,154396,12,1500
3661,591449,14,800
3662,351626,11,800
3663,505874,10,600
3664,110785,13,1300
3665,97940,13,1000
3666,415241,12,1400
3667,632575,14,1400
3668,510090,11,1000
3669,633839,14,1200
3670,662860,14,1200
3671,724083,8,700
3672,573824,13,900
3673,852874,13,700
3674,977913,5,700
3675,587034,9,800
3676,349149,12,1400
3677,702017,11,1500
3678,707874,11,1100
3679,109854,13,700
3680,464430,11,800
3681,894909,8,1000
3682,615152,7,900
3683,363658,9,1000
3684,537795,12,1200
3685,273446,9,800
3686,978156,7,1200
3687,810000,11,600
3688,887183,6,600
3689,941110,8,800
3690,42793,11,1100
3691,690982,10,600
3692,632355,10,1200
3693,829481,12,900
3694,257874,17,1900
3695,824394,12,1300
3696,931074,8,1000
3697,233488,10,1500
3698,118028,8,900
3699,487143,12,900
3700,920608,13,1700
3701,104901,16,1000
3702,196935,13,1000
3703,847376,9,700
3704,218556,10,700
3705,921785,16,1600
3706,966246,8,900
3707,54953,14,1300
3708,677847,8,800
3709,834985,8,600
3710,964744,6,700
3711,252772,16,1500
3712,957775,8,600
3713,936304,9,700
3714,290035,11,1500
3715,997929,5,600
3716,36765,12,1000
3717,103925,13,800
3718,470173,6,700
3719,174479,11,800
3720,530536,8,1000
3721,550212,11,1300
3722,838678,11,1200
3723,584071,7,800
3724,501763,12,1400
3725,840123,7,900
3726,273557,8,600
3727,540633,10,600
3728,938634,9,1100
3729,732187,5,800
3730,181085,19,1700
3731,848006,8,700
3732,840788,7,500
3733,674942,8,700
3734,170571,10,1200
3735,220107,10,800
3736,155477,10,700
3737,898023,8,1800
3738,897279,10,1500
3739,310407,12,800
3740,723667,7,700
3741,713909,5,800
3742,309925,13,1100
3743,338420,16,1300
3744,455747,7,800
3745,737458,6,800
3746,684127,12,700
3747,298769,11,1100
3748,194752,15,1000
3749,410312,5,900
3750,176209,7,700
3751,14944,18,1900
3752,150951,9,700
3753,536787,14,1200
3754,535944,13,1000
3755,564939,9,700
3756,694033,9,800
3757,751122,17,1800
3758,442183,11,900
3759,49506,17,1600
3760,796462,5,500
3761,612022,12,900
3762,770992,15,1700
3763,377791,10,1300
3764,416954,16,1300
3765,641437,9,900
3766,354380,11,900
3767,633227,9,700
3768,601375,8,1100
3769,494808,11,1400
3770,196087,12,800
3771,456665,5,600
3772,987943,10,2000
3773,251624,20,1900
3774,910507,5,800
3775,289200,11,5000
3776,917148,13,1600
3777,441544,9,700
3778,658727,6,900
3779,390182,10,1100
3780,306879,7,700
3781,501668,12,800
3782,165883,12,1100
3783,859943,10,900
3784,246049,11,1000
3785,303399,10,900
3786,300403,11,1000
3787,273365,11,800
3788,733857,8,800
3789,214578,12,800
3790,875229,10,1000
3791,703562,7,800
3792,247490,9,700
3793,169768,10,700
3794,801721,13,1200
3795,76664,12,1500
3796,547303,13,800
3797,993766,12,1400
3798,43197,11,800
3799,118898,16,1000
3800,324974,10,800
3801,948112,9,1100
3802,426050,12,1600
3803,635395,8,900
3804,404647,6,900
3805,370055,14,1100
3806,362254,12,5800
3807,429500,13,5200
3808,214640,12,900
3809,308662,15,1600
3810,239999,6,800
3811,626700,12,800
3812,418862,10,1100
3813,523660,8,900
3814,426640,9,800
3815,123847,12,900
3816,444394,7,800
3817,913860,10,900
3818,595339,9,800
3819,660745,3,600
3820,150789,10,600
3821,347167,9,800
3822,683275,13,800
3823,766772,9,800
3824,204825,8,900
3825,812404,13,800
3826,620653,8,800
3827,44116,12,800
3828,345838,10,600
3829,233181,7,600
3830,566355,10,1100
3831,284580,13,800
3832,546198,14,1400
3833,234067,6,600
3834,229780,12,1600
3835,205098,7,600
3836,208230,10,1000
3837,648724,11,900
3838,485123,14,900
3839,790845,13,1600
3840,772881,11,900
3841,977152,3,1000
3842,1115,16,1200
3843,684583,11,700
3844,8802,13,800
3845,688196,11,1300
3846,585220,11,1700
3847,686437,15,1500
3848,459542,12,1300
3849,507309,13,800
3850,681732,9,800
3851,39243,9,800
3852,686291,13,1400
3853,136862,17,1700
3854,780485,10,1100
3855,800836,6,800
3856,49673,18,1900
3857,151069,11,1000
3858,460350,10,700
3859,400439,7,700
3860,964580,9,1000
3861,611079,6,600
3862,783169,12,1400
3863,835206,9,600
3864,540523,11,900
3865,598820,10,700
3866,598625,12,700
3867,743600,9,13000
3868,559032,13,1600
3869,892437,13,1500
3870,601406,5,600
3871,236822,9,1000
3872,539988,10,800
3873,956458,9,900
3874,662831,13,800
3875,10651,15,1500
3876,996270,6,600
