Номер операции,Время(нс),Количество операций
7565 , 900 , 9
7566 , 900 , 10
7567 , 700 , 8
7568 , 500 , 10
7569 , 600 , 14
7570 , 800 , 9
7571 , 600 , 9
7572 , 1100 , 13
7573 , 500 , 12
7574 , 600 , 9
7575 , 600 , 10
7576 , 400 , 9
7577 , 1200 , 15
7578 , 4600 , 7
7579 , 700 , 10
7580 , 600 , 10
7581 , 1400 , 20
7582 , 1000 , 16
7583 , 500 , 12
7584 , 700 , 10
7585 , 400 , 6
7586 , 900 , 13
7587 , 600 , 7
7588 , 1900 , 10
7589 , 1300 , 19
7590 , 700 , 15
7591 , 500 , 7
7592 , 800 , 13
7593 , 600 , 7
7594 , 600 , 3
7595 , 600 , 7
7596 , 600 , 3
7597 , 500 , 11
7598 , 600 , 10
7599 , 500 , 13
7600 , 500 , 12
7601 , 600 , 11
7602 , 900 , 10
7603 , 700 , 9
7604 , 1000 , 7
7605 , 300 , 5
7606 , 1000 , 13
7607 , 700 , 10
7608 , 500 , 10
7609 , 600 , 14
7610 , 500 , 7
7611 , 600 , 14
7612 , 500 , 12
7613 , 1200 , 21
7614 , 500 , 10
7615 , 500 , 9
7616 , 600 , 9
7617 , 700 , 8
7618 , 600 , 10
7619 , 600 , 12
7620 , 500 , 14
7621 , 500 , 9
7622 , 800 , 13
7623 , 1100 , 15
7624 , 600 , 9
7625 , 600 , 15
7626 , 500 , 10
7627 , 600 , 9
7628 , 600 , 10
7629 , 1000 , 16
7630 , 600 , 12
7631 , 6900 , 7
7632 , 1000 , 15
7633 , 600 , 7
7634 , 1500 , 19
7635 , 1000 , 13
7636 , 700 , 8
7637 , 4000 , 11
7638 , 700 , 8
7639 , 1000 , 11
7640 , 1000 , 17
7641 , 900 , 13
7642 , 800 , 10
7643 , 700 , 15
7644 , 500 , 7
7645 , 600 , 8
7646 , 700 , 10
7647 , 600 , 12
7648 , 1800 , 16
7649 , 600 , 13
7650 , 500 , 13
7651 , 800 , 12
7652 , 1000 , 15
7653 , 800 , 11
7654 , 1100 , 13
7655 , 900 , 9
7656 , 600 , 11
7657 , 500 , 13
7658 , 700 , 9
7659 , 500 , 10
7660 , 500 , 10
7661 , 600 , 12
7662 , 500 , 9
7663 , 700 , 10
7664 , 500 , 6
7665 , 700 , 10
7666 , 600 , 12
7667 , 600 , 9
7668 , 500 , 11
7669 , 500 , 8
7670 , 500 , 11
7671 , 400 , 13
7672 , 3600 , 10
7673 , 600 , 12
7674 , 600 , 11
7675 , 500 , 13
7676 , 500 , 10
7677 , 1000 , 12
7678 , 700 , 5
7679 , 500 , 10
7680 , 4800 , 17
7681 , 1600 , 16
7682 , 1100 , 14
7683 , 1100 , 18
7684 , 600 , 16
7685 , 600 , 12
7686 , 11300 , 12
7687 , 900 , 15
7688 , 700 , 11
7689 , 500 , 8
7690 , 1500 , 21
7691 , 1000 , 13
7692 , 500 , 12
7693 , 400 , 5
7694 , 500 , 12
7695 , 500 , 8
7696 , 500 , 10
7697 , 600 , 17
7698 , 900 , 13
7699 , 500 , 14
7700 , 500 , 10
7701 , 400 , 6
7702 , 500 , 11
7703 , 600 , 14
7704 , 500 , 9
7705 , 700 , 7
7706 , 400 , 9
7707 , 1500 , 18
7708 , 600 , 11
7709 , 800 , 8
7710 , 700 , 10
7711 , 800 , 14
7712 , 800 , 10
7713 , 700 , 11
7714 , 600 , 12
7715 , 600 , 9
7716 , 800 , 12
7717 , 700 , 13
7718 , 5100 , 10
7719 , 600 , 9
7720 , 500 , 14
7721 , 400 , 11
7722 , 1100 , 21
7723 , 500 , 9
7724 , 4000 , 11
7725 , 900 , 16
7726 , 600 , 13
7727 , 700 , 8
7728 , 700 , 15
7729 , 1000 , 12
7730 , 800 , 15
7731 , 900 , 10
7732 , 500 , 8
7733 , 400 , 11
7734 , 500 , 13
7735 , 800 , 17
7736 , 900 , 13
7737 , 600 , 8
7738 , 600 , 8
7739 , 700 , 15
7740 , 400 , 5
7741 , 800 , 13
7742 , 500 , 7
7743 , 800 , 11
7744 , 400 , 8
7745 , 500 , 9
7746 , 500 , 5
7747 , 500 , 17
7748 , 600 , 7
7749 , 800 , 14
7750 , 600 , 10
7751 , 700 , 11
7752 , 900 , 9
7753 , 500 , 12
7754 , 600 , 16
7755 , 400 , 6
7756 , 600 , 12
7757 , 500 , 11
7758 , 500 , 10
7759 , 600 , 10
7760 , 400 , 9
7761 , 3800 , 11
7762 , 700 , 6
7763 , 600 , 10
7764 , 500 , 6
7765 , 600 , 12
7766 , 600 , 12
7767 , 900 , 13
7768 , 600 , 13
7769 , 500 , 9
7770 , 600 , 8
7771 , 800 , 11
7772 , 500 , 11
7773 , 500 , 10
7774 , 500 , 7
7775 , 1100 , 16
7776 , 400 , 9
7777 , 1000 , 17
7778 , 600 , 14
7779 , 500 , 13
7780 , 800 , 13
7781 , 700 , 12
7782 , 500 , 15
7783 , 600 , 16
7784 , 900 , 16
7785 , 500 , 11
7786 , 1000 , 11
7787 , 500 , 11
7788 , 600 , 13
7789 , 700 , 16
7790 , 500 , 13
7791 , 400 , 6
7792 , 700 , 13
7793 , 500 , 10
7794 , 800 , 14
7795 , 500 , 14
7796 , 500 , 11
7797 , 600 , 8
7798 , 700 , 9
7799 , 600 , 10
7800 , 500 , 5
7801 , 700 , 8
7802 , 600 , 8
7803 , 700 , 13
7804 , 600 , 6
7805 , 1000 , 17
7806 , 500 , 9
7807 , 600 , 15
7808 , 700 , 10
7809 , 4500 , 16
7810 , 600 , 14
7811 , 900 , 13
7812 , 500 , 10
7813 , 400 , 10
7814 , 500 , 14
7815 , 800 , 20
7816 , 500 , 10
7817 , 700 , 12
7818 , 600 , 11
7819 , 500 , 8
7820 , 700 , 15
7821 , 600 , 8
7822 , 500 , 10
7823 , 400 , 9
7824 , 900 , 11
7825 , 600 , 9
7826 , 400 , 9
7827 , 400 , 13
7828 , 700 , 14
7829 , 400 , 10
7830 , 500 , 6
7831 , 400 , 15
7832 , 400 , 10
7833 , 1000 , 16
7834 , 400 , 14
7835 , 400 , 9
7836 , 500 , 9
7837 , 1000 , 16
7838 , 900 , 11
7839 , 500 , 11
7840 , 500 , 14
7841 , 400 , 14
7842 , 700 , 11
7843 , 500 , 8
7844 , 900 , 19
7845 , 500 , 12
7846 , 600 , 12
7847 , 600 , 10
7848 , 900 , 10
7849 , 400 , 14
7850 , 800 , 11
7851 , 600 , 14
7852 , 500 , 10
7853 , 400 , 6
7854 , 400 , 14
7855 , 500 , 9
7856 , 400 , 14
7857 , 800 , 16
7858 , 400 , 13
7859 , 400 , 5
7860 , 500 , 9
7861 , 500 , 13
7862 , 500 , 12
7863 , 400 , 9
7864 , 400 , 11
7865 , 600 , 15
7866 , 500 , 8
7867 , 600 , 7
7868 , 300 , 8
7869 , 700 , 11
7870 , 3900 , 14
7871 , 1700 , 14
7872 , 500 , 14
7873 , 700 , 9
7874 , 500 , 13
7875 , 600 , 8
7876 , 600 , 12
7877 , 700 , 14
7878 , 500 , 7
7879 , 500 , 10
7880 , 500 , 12
7881 , 400 , 12
7882 , 1000 , 13
7883 , 500 , 9
7884 , 500 , 9
7885 , 500 , 7
7886 , 700 , 12
7887 , 400 , 6
7888 , 600 , 15
7889 , 400 , 8
7890 , 600 , 10
7891 , 800 , 12
7892 , 700 , 14
7893 , 1000 , 15
7894 , 500 , 10
7895 , 500 , 10
7896 , 600 , 14
7897 , 400 , 10
7898 , 500 , 14
7899 , 4500 , 10
7900 , 800 , 14
7901 , 500 , 10
7902 , 600 , 14
7903 , 600 , 16
7904 , 500 , 13
7905 , 600 , 11
7906 , 500 , 12
7907 , 500 , 8
7908 , 500 , 13
7909 , 400 , 6
7910 , 400 , 14
7911 , 1200 , 21
7912 , 500 , 6
7913 , 500 , 15
7914 , 800 , 15
7915 , 400 , 9
7916 , 600 , 12
7917 , 1100 , 12
7918 , 500 , 11
7919 , 1000 , 12
7920 , 500 , 7
7921 , 600 , 12
7922 , 600 , 11
7923 , 500 , 9
7924 , 600 , 13
7925 , 700 , 12
7926 , 400 , 13
7927 , 500 , 11
7928 , 500 , 9
7929 , 400 , 6
7930 , 600 , 11
7931 , 1000 , 8
7932 , 900 , 9
7933 , 700 , 5
7934 , 1500 , 13
7935 , 900 , 7
7936 , 800 , 8
7937 , 14200 , 12
7938 , 1500 , 16
7939 , 1100 , 13
7940 , 400 , 13
7941 , 500 , 11
7942 , 500 , 13
7943 , 400 , 8
7944 , 700 , 17
7945 , 700 , 12
7946 , 700 , 11
7947 , 500 , 10
7948 , 700 , 7
7949 , 1100 , 16
7950 , 600 , 9
7951 , 1000 , 13
7952 , 600 , 6
7953 , 500 , 10
7954 , 500 , 9
7955 , 600 , 14
7956 , 1200 , 17
7957 , 600 , 18
7958 , 600 , 4
7959 , 500 , 4
7960 , 600 , 15
7961 , 600 , 13
7962 , 700 , 11
7963 , 500 , 12
7964 , 600 , 16
7965 , 500 , 12
7966 , 600 , 14
7967 , 600 , 14
7968 , 800 , 15
7969 , 700 , 12
7970 , 500 , 13
7971 , 500 , 14
7972 , 700 , 17
7973 , 600 , 11
7974 , 600 , 14
7975 , 500 , 10
7976 , 500 , 7
7977 , 500 , 13
7978 , 600 , 9
7979 , 400 , 11
7980 , 4800 , 17
7981 , 1000 , 17
7982 , 600 , 10
7983 , 1100 , 9
7984 , 1100 , 18
7985 , 400 , 10
7986 , 700 , 13
7987 , 900 , 12
7988 , 800 , 11
7989 , 600 , 11
7990 , 700 , 11
7991 , 500 , 5
7992 , 800 , 10
7993 , 500 , 10
7994 , 400 , 13
7995 , 400 , 6
7996 , 600 , 12
7997 , 500 , 11
7998 , 500 , 14
7999 , 700 , 10
8000 , 600 , 9
8001 , 700 , 13
8002 , 700 , 8
8003 , 600 , 12
8004 , 700 , 10
8005 , 600 , 12
8006 , 700 , 17
8007 , 300 , 4
8008 , 700 , 8
8009 , 600 , 15
8010 , 400 , 11
8011 , 500 , 10
8012 , 800 , 15
8013 , 500 , 8
8014 , 400 , 12
8015 , 400 , 13
8016 , 400 , 13
8017 , 2900 , 11
8018 , 600 , 9
8019 , 500 , 9
8020 , 600 , 13
8021 , 4700 , 12
8022 , 800 , 19
8023 , 600 , 14
8024 , 500 , 7
8025 , 600 , 18
8026 , 600 , 11
8027 , 700 , 13
8028 , 400 , 6
8029 , 800 , 10
8030 , 400 , 11
8031 , 500 , 10
8032 , 500 , 9
8033 , 900 , 10
8034 , 500 , 16
8035 , 600 , 14
8036 , 700 , 10
8037 , 700 , 10
8038 , 600 , 13
8039 , 500 , 13
8040 , 500 , 12
8041 , 900 , 14
8042 , 600 , 8
8043 , 500 , 11
8044 , 600 , 7
8045 , 600 , 12
8046 , 700 , 13
8047 , 400 , 12
8048 , 500 , 11
8049 , 900 , 17
8050 , 900 , 12
8051 , 600 , 7
8052 , 500 , 10
8053 , 600 , 14
8054 , 500 , 6
8055 , 900 , 20
8056 , 400 , 11
8057 , 700 , 10
8058 , 500 , 12
8059 , 600 , 13
8060 , 1000 , 13
8061 , 1100 , 13
8062 , 400 , 8
8063 , 400 , 11
8064 , 500 , 8
8065 , 500 , 9
8066 , 8300 , 11
8067 , 400 , 9
8068 , 800 , 9
8069 , 600 , 11
8070 , 400 , 12
8071 , 500 , 11
8072 , 1000 , 16
8073 , 700 , 10
8074 , 500 , 9
8075 , 600 , 9
8076 , 800 , 14
8077 , 400 , 6
8078 , 300 , 5
8079 , 700 , 16
8080 , 700 , 10
8081 , 600 , 8
8082 , 800 , 11
8083 , 600 , 7
8084 , 500 , 9
8085 , 600 , 11
8086 , 500 , 10
8087 , 500 , 9
8088 , 600 , 11
8089 , 600 , 13
8090 , 400 , 9
8091 , 800 , 11
8092 , 700 , 12
8093 , 400 , 2
8094 , 400 , 7
8095 , 1000 , 15
8096 , 400 , 6
8097 , 500 , 13
8098 , 800 , 11
8099 , 500 , 13
8100 , 600 , 5
8101 , 500 , 7
8102 , 700 , 12
8103 , 1100 , 17
8104 , 500 , 12
8105 , 500 , 11
8106 , 700 , 9
8107 , 800 , 14
8108 , 600 , 15
8109 , 600 , 11
8110 , 700 , 15
8111 , 500 , 7
8112 , 500 , 9
8113 , 600 , 4
8114 , 500 , 12
8115 , 600 , 6
8116 , 500 , 8
8117 , 900 , 13
8118 , 400 , 10
8119 , 700 , 14
8120 , 800 , 13
8121 , 600 , 8
8122 , 500 , 10
8123 , 700 , 11
8124 , 500 , 12
8125 , 500 , 9
8126 , 400 , 5
8127 , 600 , 9
8128 , 800 , 9
8129 , 900 , 11
8130 , 500 , 7
8131 , 400 , 7
8132 , 500 , 7
8133 , 300 , 7
8134 , 600 , 12
8135 , 800 , 14
8136 , 700 , 12
8137 , 600 , 10
8138 , 400 , 6
8139 , 800 , 9
8140 , 600 , 14
8141 , 1100 , 14
8142 , 600 , 8
8143 , 500 , 13
8144 , 500 , 6
8145 , 700 , 13
8146 , 500 , 9
8147 , 600 , 17
8148 , 700 , 11
8149 , 700 , 12
8150 , 400 , 14
8151 , 400 , 13
8152 , 500 , 11
8153 , 300 , 6
8154 , 500 , 15
8155 , 500 , 9
8156 , 600 , 5
8157 , 700 , 13
8158 , 5200 , 13
8159 , 400 , 5
8160 , 400 , 8
8161 , 800 , 13
8162 , 500 , 12
8163 , 3300 , 11
8164 , 500 , 11
8165 , 600 , 9
8166 , 600 , 12
8167 , 1000 , 12
8168 , 1000 , 7
8169 , 700 , 6
8170 , 700 , 10
8171 , 500 , 12
8172 , 400 , 9
8173 , 900 , 6
8174 , 1100 , 13
8175 , 900 , 18
8176 , 900 , 10
8177 , 3500 , 10
8178 , 600 , 11
8179 , 500 , 10
8180 , 500 , 9
8181 , 900 , 19
8182 , 600 , 10
8183 , 600 , 11
8184 , 500 , 9
8185 , 600 , 11
8186 , 600 , 9
8187 , 700 , 11
8188 , 500 , 7
8189 , 600 , 9
8190 , 500 , 11
8191 , 400 , 5
8192 , 600 , 6
8193 , 600 , 14
8194 , 700 , 10
8195 , 700 , 9
8196 , 600 , 3
8197 , 600 , 13
8198 , 500 , 10
8199 , 4900 , 8
8200 , 1000 , 15
8201 , 600 , 10
8202 , 700 , 12
8203 , 1000 , 17
8204 , 1000 , 12
8205 , 600 , 12
8206 , 700 , 12
8207 , 500 , 7
8208 , 400 , 7
8209 , 600 , 10
8210 , 800 , 5
8211 , 800 , 9
8212 , 500 , 11
8213 , 600 , 8
8214 , 900 , 15
8215 , 400 , 7
8216 , 500 , 12
8217 , 600 , 12
8218 , 700 , 10
8219 , 500 , 8
8220 , 800 , 14
8221 , 500 , 12
8222 , 400 , 12
8223 , 400 , 8
8224 , 500 , 6
8225 , 500 , 7
8226 , 900 , 13
8227 , 500 , 5
8228 , 500 , 7
8229 , 500 , 10
8230 , 800 , 14
8231 , 300 , 6
8232 , 400 , 12
8233 , 800 , 11
8234 , 500 , 9
8235 , 600 , 14
8236 , 700 , 14
8237 , 900 , 15
8238 , 900 , 15
8239 , 300 , 9
8240 , 600 , 16
8241 , 5000 , 7
8242 , 700 , 14
8243 , 400 , 6
8244 , 800 , 15
8245 , 500 , 10
8246 , 700 , 7
8247 , 600 , 12
8248 , 600 , 16
8249 , 800 , 17
8250 , 600 , 11
8251 , 700 , 13
8252 , 500 , 9
8253 , 500 , 19
8254 , 900 , 13
8255 , 800 , 14
8256 , 500 , 6
8257 , 900 , 15
8258 , 600 , 8
8259 , 700 , 16
8260 , 1000 , 12
8261 , 900 , 15
8262 , 700 , 9
8263 , 900 , 7
8264 , 600 , 14
8265 , 300 , 6
8266 , 1200 , 15
8267 , 600 , 11
8268 , 400 , 7
8269 , 600 , 12
8270 , 1100 , 16
8271 , 900 , 15
8272 , 700 , 14
8273 , 600 , 12
8274 , 400 , 15
8275 , 400 , 11
8276 , 500 , 15
8277 , 5700 , 14
8278 , 800 , 10
8279 , 1100 , 12
8280 , 800 , 10
8281 , 900 , 6
8282 , 500 , 9
8283 , 900 , 11
8284 , 500 , 9
8285 , 700 , 9
8286 , 600 , 11
8287 , 700 , 8
8288 , 800 , 13
8289 , 600 , 13
8290 , 600 , 9
8291 , 400 , 8
8292 , 400 , 6
8293 , 600 , 12
8294 , 700 , 10
8295 , 600 , 11
8296 , 500 , 13
8297 , 500 , 10
8298 , 900 , 16
8299 , 1100 , 10
8300 , 600 , 15
8301 , 800 , 17
8302 , 600 , 13
8303 , 600 , 16
8304 , 700 , 14
8305 , 400 , 9
8306 , 800 , 14
8307 , 400 , 7
8308 , 600 , 9
8309 , 3300 , 18
8310 , 500 , 6
8311 , 400 , 7
8312 , 600 , 13
8313 , 600 , 12
8314 , 1000 , 10
8315 , 700 , 14
8316 , 400 , 9
8317 , 500 , 11
8318 , 600 , 10
8319 , 600 , 9
8320 , 400 , 3
8321 , 400 , 3
8322 , 400 , 8
8323 , 500 , 10
8324 , 700 , 10
8325 , 400 , 8
8326 , 400 , 9
8327 , 800 , 12
8328 , 5900 , 16
8329 , 800 , 9
8330 , 500 , 14
8331 , 1100 , 12
8332 , 500 , 10
8333 , 500 , 16
8334 , 800 , 10
8335 , 500 , 10
8336 , 800 , 15
8337 , 800 , 9
8338 , 700 , 10
8339 , 500 , 15
8340 , 500 , 16
8341 , 400 , 8
8342 , 700 , 9
8343 , 600 , 11
8344 , 500 , 14
8345 , 500 , 11
8346 , 600 , 15
8347 , 400 , 8
8348 , 800 , 15
8349 , 900 , 11
8350 , 400 , 11
8351 , 500 , 7
8352 , 700 , 10
8353 , 600 , 10
8354 , 400 , 8
8355 , 500 , 12
8356 , 800 , 13
8357 , 700 , 11
8358 , 500 , 7
8359 , 600 , 13
8360 , 500 , 11
8361 , 400 , 6
8362 , 500 , 10
8363 , 600 , 11
8364 , 600 , 10
8365 , 400 , 8
8366 , 500 , 11
8367 , 600 , 9
8368 , 400 , 8
8369 , 600 , 11
8370 , 900 , 14
8371 , 4800 , 19
8372 , 900 , 13
8373 , 400 , 5
8374 , 600 , 8
8375 , 600 , 13
8376 , 700 , 13
8377 , 600 , 10
8378 , 700 , 12
8379 , 700 , 15
8380 , 400 , 8
8381 , 500 , 11
8382 , 700 , 8
8383 , 1000 , 18
8384 , 500 , 11
8385 , 500 , 10
8386 , 1100 , 16
8387 , 600 , 12
8388 , 900 , 12
8389 , 600 , 11
8390 , 400 , 12
8391 , 800 , 14
8392 , 900 , 11
8393 , 500 , 13
8394 , 800 , 13
8395 , 400 , 7
8396 , 500 , 12
8397 , 500 , 12
8398 , 500 , 9
8399 , 500 , 5
8400 , 500 , 14
8401 , 500 , 7
8402 , 500 , 9
8403 , 1100 , 18
8404 , 600 , 12
8405 , 600 , 5
8406 , 400 , 10
8407 , 400 , 10
8408 , 500 , 9
8409 , 700 , 11
8410 , 500 , 8
8411 , 500 , 10
8412 , 500 , 10
8413 , 700 , 14
8414 , 600 , 13
8415 , 500 , 13
8416 , 600 , 13
8417 , 500 , 10
8418 , 4200 , 10
8419 , 800 , 11
8420 , 400 , 10
8421 , 400 , 9
8422 , 500 , 5
8423 , 500 , 7
8424 , 800 , 14
8425 , 500 , 11
8426 , 700 , 16
8427 , 400 , 8
8428 , 400 , 9
8429 , 500 , 11
8430 , 500 , 9
8431 , 500 , 8
8432 , 800 , 14
8433 , 400 , 14
8434 , 400 , 7
8435 , 400 , 12
8436 , 500 , 10
8437 , 500 , 12
8438 , 500 , 15
8439 , 600 , 15
8440 , 1100 , 15
8441 , 1100 , 17
8442 , 500 , 15
8443 , 500 , 8
8444 , 1000 , 22
8445 , 400 , 12
8446 , 500 , 13
8447 , 900 , 13
8448 , 600 , 6
8449 , 600 , 13
8450 , 900 , 11
8451 , 700 , 13
8452 , 600 , 11
8453 , 700 , 13
8454 , 1400 , 18
8455 , 600 , 12
8456 , 1800 , 12
8457 , 600 , 7
8458 , 1100 , 10
8459 , 5800 , 11
8460 , 500 , 10
8461 , 700 , 11
8462 , 700 , 16
8463 , 600 , 7
8464 , 800 , 9
8465 , 600 , 15
8466 , 500 , 15
8467 , 500 , 12
8468 , 800 , 10
8469 , 500 , 8
8470 , 600 , 14
8471 , 800 , 12
8472 , 500 , 8
8473 , 600 , 13
8474 , 800 , 13
8475 , 800 , 13
8476 , 1100 , 17
8477 , 500 , 12
8478 , 500 , 13
8479 , 600 , 10
8480 , 500 , 12
8481 , 600 , 8
8482 , 500 , 9
8483 , 600 , 14
8484 , 700 , 11
8485 , 600 , 14
8486 , 1100 , 16
8487 , 400 , 11
8488 , 700 , 13
8489 , 500 , 13
8490 , 500 , 16
8491 , 700 , 13
8492 , 500 , 7
8493 , 500 , 11
8494 , 600 , 9
8495 , 500 , 10
8496 , 700 , 11
8497 , 600 , 8
8498 , 500 , 6
8499 , 800 , 11
8500 , 600 , 8
8501 , 800 , 12
8502 , 8300 , 17
8503 , 1100 , 14
8504 , 800 , 15
8505 , 600 , 14
8506 , 400 , 9
8507 , 600 , 9
8508 , 500 , 9
8509 , 500 , 14
8510 , 600 , 13
8511 , 800 , 7
8512 , 500 , 12
8513 , 600 , 14
8514 , 500 , 6
8515 , 700 , 15
8516 , 500 , 6
8517 , 400 , 15
8518 , 400 , 8
8519 , 600 , 8
8520 , 600 , 13
8521 , 900 , 10
8522 , 600 , 9
8523 , 800 , 13
8524 , 400 , 10
8525 , 500 , 8
8526 , 700 , 14
8527 , 600 , 11
8528 , 500 , 10
8529 , 400 , 4
8530 , 600 , 12
8531 , 700 , 15
8532 , 600 , 13
8533 , 900 , 19
8534 , 500 , 13
8535 , 600 , 12
8536 , 600 , 13
8537 , 1000 , 15
8538 , 500 , 12
8539 , 900 , 7
8540 , 500 , 10
8541 , 500 , 7
8542 , 400 , 11
8543 , 600 , 13
8544 , 4900 , 9
8545 , 1600 , 12
8546 , 800 , 10
8547 , 900 , 12
8548 , 1400 , 9
8549 , 1600 , 11
8550 , 1400 , 16
8551 , 1000 , 14
8552 , 500 , 10
8553 , 1000 , 9
8554 , 1000 , 11
8555 , 800 , 9
8556 , 600 , 7
8557 , 800 , 13
8558 , 500 , 11
8559 , 700 , 10
8560 , 600 , 11
8561 , 800 , 13
8562 , 1000 , 14
8563 , 400 , 9
8564 , 600 , 18
8565 , 400 , 10
8566 , 700 , 10
8567 , 600 , 10
8568 , 900 , 14
8569 , 500 , 12
8570 , 500 , 9
8571 , 500 , 11
8572 , 500 , 9
8573 , 500 , 5
8574 , 500 , 12
8575 , 500 , 14
8576 , 600 , 11
8577 , 900 , 12
8578 , 600 , 9
8579 , 500 , 8
8580 , 900 , 18
8581 , 600 , 14
8582 , 600 , 10
8583 , 400 , 8
8584 , 400 , 10
8585 , 800 , 15
8586 , 700 , 12
8587 , 400 , 12
8588 , 600 , 13
8589 , 800 , 13
8590 , 400 , 12
8591 , 4400 , 15
8592 , 800 , 8
8593 , 600 , 7
8594 , 600 , 13
8595 , 600 , 11
8596 , 1200 , 14
8597 , 400 , 9
8598 , 800 , 13
8599 , 400 , 8
8600 , 500 , 12
8601 , 600 , 13
8602 , 3600 , 14
8603 , 600 , 12
8604 , 500 , 12
8605 , 400 , 12
8606 , 900 , 11
8607 , 400 , 12
8608 , 700 , 12
8609 , 500 , 10
8610 , 1000 , 15
8611 , 400 , 10
8612 , 400 , 10
8613 , 500 , 11
8614 , 900 , 12
8615 , 600 , 4
8616 , 500 , 15
8617 , 500 , 8
8618 , 600 , 12
8619 , 600 , 9
8620 , 800 , 14
8621 , 600 , 14
8622 , 700 , 15
8623 , 600 , 9
8624 , 500 , 9
8625 , 500 , 11
8626 , 800 , 16
8627 , 700 , 9
8628 , 500 , 13
8629 , 600 , 9
8630 , 1300 , 18
8631 , 800 , 14
8632 , 600 , 10
8633 , 500 , 10
8634 , 500 , 10
8635 , 700 , 13
8636 , 600 , 10
8637 , 400 , 9
8638 , 900 , 15
8639 , 700 , 13
8640 , 1000 , 12
8641 , 600 , 12
8642 , 500 , 10
8643 , 500 , 13
8644 , 600 , 11
8645 , 400 , 13
8646 , 500 , 15
8647 , 500 , 11
8648 , 900 , 18
8649 , 600 , 10
8650 , 900 , 14
8651 , 600 , 12
8652 , 700 , 14
8653 , 500 , 8
8654 , 600 , 16
8655 , 500 , 12
8656 , 600 , 11
8657 , 600 , 12
8658 , 500 , 10
8659 , 400 , 12
8660 , 400 , 16
8661 , 500 , 3
8662 , 600 , 12
8663 , 900 , 8
8664 , 500 , 12
8665 , 500 , 8
8666 , 1000 , 7
8667 , 800 , 15
8668 , 600 , 9
8669 , 1800 , 12
8670 , 1300 , 15
8671 , 600 , 13
8672 , 500 , 13
8673 , 900 , 11
8674 , 600 , 4
8675 , 1200 , 17
8676 , 700 , 9
8677 , 900 , 12
8678 , 500 , 13
8679 , 700 , 7
8680 , 1400 , 13
8681 , 600 , 11
8682 , 700 , 4
8683 , 700 , 12
8684 , 700 , 10
8685 , 600 , 13
8686 , 600 , 9
8687 , 600 , 12
8688 , 600 , 9
8689 , 900 , 15
8690 , 600 , 8
8691 , 600 , 10
8692 , 500 , 11
8693 , 700 , 15
8694 , 700 , 7
8695 , 500 , 9
8696 , 600 , 12
8697 , 900 , 11
8698 , 500 , 6
8699 , 500 , 6
8700 , 1200 , 15
8701 , 400 , 4
8702 , 500 , 11
8703 , 500 , 8
8704 , 35000 , 9
8705 , 600 , 11
8706 , 1600 , 14
8707 , 700 , 13
8708 , 600 , 10
8709 , 600 , 10
8710 , 1000 , 15
8711 , 500 , 6
8712 , 1000 , 16
8713 , 600 , 11
8714 , 1300 , 19
8715 , 1000 , 12
8716 , 700 , 10
8717 , 500 , 11
8718 , 500 , 15
8719 , 500 , 15
8720 , 600 , 13
8721 , 700 , 9
8722 , 1200 , 17
8723 , 800 , 11
8724 , 700 , 15
8725 , 500 , 13
8726 , 500 , 9
8727 , 600 , 10
8728 , 700 , 13
8729 , 600 , 6
8730 , 900 , 13
8731 , 500 , 10
8732 , 500 , 11
8733 , 500 , 8
8734 , 700 , 10
8735 , 700 , 16
8736 , 1100 , 18
8737 , 800 , 14
8738 , 1200 , 16
8739 , 500 , 10
8740 , 1000 , 12
8741 , 600 , 10
8742 , 500 , 10
8743 , 800 , 9
8744 , 500 , 15
8745 , 900 , 12
8746 , 700 , 15
8747 , 500 , 6
8748 , 3100 , 3
8749 , 700 , 18
8750 , 400 , 10
8751 , 600 , 10
8752 , 700 , 12
8753 , 400 , 15
8754 , 500 , 7
8755 , 400 , 6
8756 , 1000 , 13
8757 , 900 , 16
8758 , 2800 , 14
8759 , 500 , 13
8760 , 800 , 16
8761 , 1100 , 12
8762 , 500 , 5
8763 , 400 , 8
8764 , 700 , 8
8765 , 1000 , 11
8766 , 700 , 17
8767 , 700 , 3
8768 , 400 , 6
8769 , 500 , 13
8770 , 600 , 13
8771 , 500 , 13
8772 , 400 , 14
8773 , 5200 , 13
8774 , 500 , 11
8775 , 800 , 11
8776 , 700 , 8
8777 , 700 , 8
8778 , 600 , 11
8779 , 800 , 14
8780 , 500 , 13
8781 , 1000 , 15
8782 , 1000 , 15
8783 , 1000 , 11
8784 , 600 , 9
8785 , 600 , 14
8786 , 600 , 9
8787 , 500 , 12
8788 , 600 , 11
8789 , 800 , 15
8790 , 500 , 13
8791 , 400 , 12
8792 , 1000 , 17
8793 , 1200 , 19
8794 , 900 , 9
8795 , 600 , 12
8796 , 600 , 13
8797 , 600 , 13
8798 , 600 , 10
8799 , 800 , 11
8800 , 400 , 11
8801 , 800 , 8
8802 , 700 , 10
8803 , 700 , 11
8804 , 600 , 9
8805 , 600 , 15
8806 , 600 , 7
8807 , 600 , 14
8808 , 800 , 10
8809 , 600 , 9
8810 , 900 , 12
8811 , 1000 , 14
8812 , 600 , 16
8813 , 1100 , 17
8814 , 600 , 13
8815 , 5800 , 17
8816 , 600 , 4
8817 , 500 , 11
8818 , 800 , 14
8819 , 900 , 19
8820 , 400 , 8
